candidate,party,district,predicted_votes_in_2023_elections,predicted_elected,election_result,votes_in_2023_elections,age,sex
Trög Heli,PS,LAP,945.2452,1,NOT_ELECTED,1091,54,1
Puro Juha,PS,LAP,676.0135,0,NOT_ELECTED,239,61,0
Ylinampa Vesa,PS,LAP,633.29553,1,NOT_ELECTED,478,65,0
Määttä Matti,PS,LAP,618.6667,1,ON_SUBSTITUTE_PLACE,2789,36,0
Kontiokoski Sirpa,PS,LAP,615.4646,0,NOT_ELECTED,140,52,1
Lampela Jouko,PS,LAP,602.59406,0,NOT_ELECTED,401,68,0
Paakki Tiina,PS,LAP,565.3392,1,NOT_ELECTED,621,40,1
Kontiokoski Kari,PS,LAP,491.92328,0,NOT_ELECTED,161,58,0
Kukkamaa Rauli,PS,LAP,441.4498,0,NOT_ELECTED,218,52,0
Mäkipeura Olli-Pekka,LIIK,LAP,226.5703,0,NOT_ELECTED,532,35,0
Virta Sune,LIIK,LAP,177.90393,0,NOT_ELECTED,108,39,0
Nummelin Sami,LIBE,LAP,175.07494,0,NOT_ELECTED,43,30,0
Paajanen Juuso,LIBE,LAP,142.52849,0,NOT_ELECTED,118,30,0
Autto Heikki,KOK,LAP,5928.7817,1,ELECTED,7185,38,0
Kaarlela Antti,KOK,LAP,1078.7434,1,ON_SUBSTITUTE_PLACE,797,51,0
Määttä Joni,KOK,LAP,691.75464,1,NOT_ELECTED,593,23,0
Savukoski Riitta,KOK,LAP,561.94653,0,NOT_ELECTED,499,42,1
Kuula Elina,KOK,LAP,555.8446,0,NOT_ELECTED,391,24,1
Niittyvuopio Nina,KOK,LAP,480.30823,0,NOT_ELECTED,175,51,1
Jylhä Reijo,KOK,LAP,433.1493,1,NOT_ELECTED,537,62,0
Kostiainen Jaana,KOK,LAP,362.8774,0,NOT_ELECTED,231,28,1
Välitalo Ilkka-Petri,KOK,LAP,298.99054,1,NOT_ELECTED,758,36,0
Sipola Annika,KOK,LAP,296.0549,1,NOT_ELECTED,649,33,1
Salmela Terhi,KOK,LAP,256.56067,0,NOT_ELECTED,163,47,1
Kulmuni Katri,KESK,LAP,10597.411,1,ELECTED,8397,35,1
Väyrynen Paavo,KESK,LAP,6835.199,1,NOT_ELECTED,1396,76,0
Lohi Markus,KESK,LAP,6283.495,1,ELECTED,4636,50,0
Kaisanlahti Janne,KESK,LAP,4040.8562,1,NOT_ELECTED,1722,38,0
Rainio Olli,KESK,LAP,2809.0361,1,NOT_ELECTED,1594,30,0
Junttila Susanna,KESK,LAP,2518.385,1,NOT_ELECTED,1311,37,1
Lepojärvi Tommi,KESK,LAP,1322.1395,1,NOT_ELECTED,800,56,0
Salmijärvi Petteri,KESK,LAP,1295.3163,1,NOT_ELECTED,595,48,0
Riipi Mika,KESK,LAP,1093.4364,1,ON_SUBSTITUTE_PLACE,2221,48,0
Penttinen Mari,KESK,LAP,833.1978,0,NOT_ELECTED,432,28,1
Heikkuri Marko,KESK,LAP,802.2023,0,NOT_ELECTED,78,43,0
Lakso Laura,KESK,LAP,745.5854,0,NOT_ELECTED,329,38,1
Jänkälä Toni,KESK,LAP,589.29285,1,NOT_ELECTED,732,45,0
Järnström Mauri,KESK,LAP,490.55136,0,NOT_ELECTED,78,62,0
Hurtig Erkki,KD,LAP,202.25154,0,NOT_ELECTED,299,66,0
Hokkanen Sofia,KD,LAP,144.80888,1,NOT_ELECTED,601,28,1
Tikkanen Saija,KD,LAP,142.0467,0,NOT_ELECTED,175,49,1
Leskinen Seppo,AP,LAP,95.50185,0,NOT_ELECTED,36,62,0
